Timestamp,qw,qx,qy,qz,yaw,pitch,roll
20681,0.902358,-0.098877,-0.296232,0.297004,222.535675,-28.416677,-23.763569
20801,0.908376,-0.118589,-0.271364,0.295202,221.520844,-25.023184,-24.492540
20921,0.904772,-0.108639,-0.274345,0.307103,222.957184,-25.449261,-23.848873
21044,0.906226,-0.105918,-0.265257,0.311716,223.050247,-24.502419,-23.123095
21165,0.905086,-0.089919,-0.270511,0.315514,223.437210,-25.653662,-21.711554
21285,0.903106,-0.076773,-0.281879,0.314709,223.571381,-27.439455,-20.864351
21405,0.902719,-0.069085,-0.283185,0.316422,223.672714,-27.875603,-20.110973
21526,0.902100,-0.056010,-0.288443,0.316023,223.546112,-29.012983,-18.906509
21646,0.900550,-0.055946,-0.287838,0.320968,224.169403,-28.849524,-19.026064
21766,0.898997,-0.049545,-0.284471,0.329268,224.948959,-28.610310,-18.352547
21889,0.893887,-0.048790,-0.292733,0.335982,226.226517,-29.377146,-19.015966
22009,0.889619,-0.049058,-0.295847,0.344438,227.523651,-29.510778,-19.541153
22136,0.884276,-0.059625,-0.296093,0.356120,229.353683,-28.763029,-21.153257
22256,0.880184,-0.061520,-0.291692,0.369323,230.924744,-27.907328,-21.491362
22376,0.871115,-0.038863,-0.294228,0.391242,233.530731,-28.829386,-19.882248
22496,0.852422,-0.016073,-0.292797,0.432875,238.736115,-29.029335,-18.738531
22618,0.816490,0.010571,-0.321394,0.479510,246.746613,-32.341782,-20.144283
22738,0.790079,0.013844,-0.317198,0.524367,253.114410,-31.047001,-21.268961
22858,0.758694,0.022443,-0.310003,0.572511,259.900421,-29.741871,-21.690527
22978,0.730404,0.051276,-0.300073,0.611415,265.210510,-30.069553,-19.721449
23098,0.693963,0.078027,-0.301776,0.649038,271.653107,-31.340870,-19.381378
23218,0.661230,0.088672,-0.302314,0.680816,277.389099,-31.368299,-20.167585
23338,0.641688,0.094669,-0.292885,0.702485,280.612396,-30.589746,-19.687035
23460,0.624334,0.107361,-0.280111,0.721256,283.213928,-30.307108,-18.224874
23580,0.599040,0.118431,-0.280076,0.740726,287.203766,-30.730667,-18.519714
23700,0.596751,0.116388,-0.286372,0.740489,287.693176,-30.940973,-19.421827
23820,0.596259,0.112159,-0.291988,0.739345,287.909851,-30.933880,-20.329952
23940,0.608354,0.111082,-0.288690,0.730901,285.904083,-30.906008,-19.531416
24060,0.627128,0.107397,-0.288703,0.715415,282.836517,-31.049200,-18.961796
24180,0.659915,0.104328,-0.294194,0.683425,277.270081,-32.065334,-18.181370
24307,0.705128,0.100757,-0.280409,0.643433,269.008209,-31.675545,-14.894884
24428,0.741628,0.101208,-0.270983,0.605232,261.862122,-31.630886,-12.060058
24548,0.764962,0.077278,-0.275073,0.577224,257.764130,-30.667385,-13.399500
24669,0.793091,0.018078,-0.237448,0.560615,253.631851,-23.384846,-14.999930
24790,0.831750,0.039984,-0.190345,0.519955,245.522934,-20.990793,-8.092435
24910,0.862620,0.080342,-0.165351,0.471257,237.493713,-21.161165,-1.059049
25030,0.896790,0.105386,-0.111298,0.415049,228.820847,-16.684586,5.789663
