Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,label
8154,1.04,0.38,9.76,0.0,-0.04,-0.02,11.08,-29.44,-44.59,5
8290,1.06,0.29,9.79,0.0,-0.05,0.01,11.94,-28.92,-44.53,5
8425,0.99,0.33,9.86,0.02,-0.05,0.01,12.15,-29.2,-45.85,5
8561,0.96,0.27,9.91,0.03,-0.04,-0.0,12.32,-29.54,-43.83,5
8703,0.99,0.37,9.88,0.0,-0.03,-0.01,12.57,-29.42,-44.27,5
8838,0.96,0.27,9.85,0.03,-0.03,0.0,12.34,-29.11,-44.34,5
8974,0.92,0.36,9.98,0.01,-0.04,0.0,11.91,-29.45,-44.42,5
9110,0.87,0.29,9.83,0.02,-0.04,-0.01,12.1,-29.98,-44.2,5
9246,0.98,0.32,9.75,0.01,-0.08,-0.01,11.68,-30.02,-44.33,5
9381,1.0,0.33,9.8,0.01,-0.04,-0.0,12.63,-30.17,-44.71,5
9517,0.97,0.34,9.94,0.0,-0.04,0.0,11.63,-30.28,-43.54,5
9653,0.99,0.31,9.82,-0.01,-0.05,-0.01,11.93,-30.11,-43.98,5
9794,1.01,0.33,9.87,0.03,-0.04,-0.01,12.67,-30.44,-44.31,5
9930,0.99,0.37,9.9,0.01,-0.04,0.0,12.57,-30.87,-44.33,5
10066,1.02,0.28,9.93,0.01,-0.02,-0.01,12.47,-30.42,-43.31,5
10202,0.98,0.27,9.69,0.02,-0.06,0.01,12.22,-29.86,-44.12,5
10337,0.99,0.4,9.95,0.02,-0.04,-0.02,12.41,-29.66,-44.05,5
10473,0.98,0.3,9.88,0.01,-0.05,0.0,12.47,-29.57,-44.12,5
10609,0.96,0.34,9.67,0.02,-0.09,0.0,12.55,-29.96,-45.35,5
10745,0.98,0.36,10.06,0.02,-0.03,-0.0,12.2,-29.3,-44.87,5
10880,0.95,0.39,9.89,0.0,-0.02,-0.01,11.98,-29.68,-45.18,5
11022,0.98,0.3,9.68,0.02,-0.06,-0.0,12.16,-30.04,-46.07,5
11158,0.99,0.39,9.88,0.03,-0.05,-0.01,12.64,-29.09,-45.24,5
11293,0.97,0.34,9.92,0.01,-0.05,0.0,11.93,-29.54,-45.43,5
11429,0.97,0.4,9.79,0.01,-0.05,-0.01,12.69,-29.32,-45.64,5
11565,0.95,0.32,9.87,0.0,-0.05,-0.01,12.1,-29.57,-45.92,5
11701,0.92,0.36,9.9,0.04,-0.05,-0.0,11.98,-29.01,-44.46,5
11836,0.95,0.39,9.81,-0.0,-0.03,-0.01,11.81,-29.85,-45.13,5
11972,0.91,0.35,9.91,0.02,-0.05,0.0,12.61,-29.74,-43.98,5
12108,0.94,0.46,9.9,0.02,-0.04,0.0,12.23,-26.28,-44.26,5
12250,0.94,0.39,9.84,0.02,-0.06,-0.0,12.48,-29.44,-45.67,5
12385,0.92,0.37,9.94,0.0,-0.06,-0.0,11.84,-30.12,-44.49,5
12521,0.92,0.45,9.93,0.02,-0.05,-0.0,11.08,-29.36,-44.18,5
12657,1.0,0.44,9.85,0.0,-0.02,-0.01,12.57,-29.55,-43.34,5
12792,0.93,0.36,9.87,0.01,-0.06,0.01,12.09,-29.38,-45.59,5
12928,0.94,0.39,9.84,0.0,-0.06,-0.0,12.36,-29.45,-44.31,5
13064,0.98,0.35,9.86,0.01,-0.03,-0.01,12.34,-29.86,-44.11,5
13200,0.96,0.39,9.84,0.01,-0.06,0.01,12.28,-29.54,-43.55,5
13335,0.9,0.3,9.74,0.02,-0.04,0.0,12.31,-29.23,-43.57,5
13477,0.91,0.43,9.86,0.01,-0.07,0.01,12.17,-29.48,-43.22,5
13613,0.91,0.31,9.97,0.02,-0.04,-0.01,12.91,-29.67,-43.5,5
13749,0.91,0.37,9.83,0.02,-0.05,-0.0,12.53,-29.71,-43.88,5
13884,0.95,0.4,9.94,0.01,-0.03,-0.0,12.45,-29.82,-43.77,5
14020,0.94,0.35,9.88,0.01,-0.04,-0.01,12.19,-30.15,-44.31,5
14156,0.94,0.4,9.85,0.03,-0.04,0.0,11.44,-29.58,-43.77,5
14291,0.98,0.38,9.85,0.01,-0.02,-0.02,12.32,-30.11,-45.16,5
14427,0.95,0.38,9.8,0.02,-0.05,0.01,11.74,-30.05,-44.15,5
14569,0.93,0.44,9.78,0.0,-0.05,-0.01,12.48,-30.82,-44.52,5
14705,0.91,0.36,9.94,0.02,-0.06,-0.0,11.69,-30.05,-44.34,5
14840,0.96,0.45,9.82,0.0,-0.03,-0.01,11.94,-29.63,-44.5,5
14976,0.93,0.44,9.86,0.02,-0.05,-0.01,12.53,-30.02,-44.65,5
15112,1.02,0.4,10.06,0.05,-0.07,-0.0,12.23,-30.25,-45.07,5
15248,1.01,0.52,9.38,0.0,-0.09,0.02,11.58,-29.83,-43.23,5
15383,0.86,0.46,9.81,0.04,-0.09,0.02,11.55,-30.24,-43.95,5
15519,1.16,0.5,9.64,0.01,-0.04,-0.03,11.27,-29.6,-43.55,5
15655,1.06,0.56,9.66,0.05,-0.09,0.05,11.59,-29.71,-43.85,5
15796,1.06,0.47,10.25,0.02,-0.01,-0.01,11.6,-29.82,-44.17,5
15932,1.11,0.58,9.94,0.0,-0.03,-0.01,11.49,-30.21,-44.42,5
16068,1.1,0.5,9.84,0.02,-0.13,0.14,11.49,-29.68,-44.67,5
16204,1.12,0.36,9.4,0.08,-0.06,0.04,11.22,-30.06,-43.31,5
16339,0.79,0.53,9.88,0.01,0.05,0.02,11.44,-29.85,-45.31,5
16475,0.93,0.62,10.09,0.05,0.0,-0.03,12.55,-30.43,-43.79,5
16611,0.75,0.64,9.86,0.02,0.03,-0.02,12.6,-29.82,-44.12,5
16747,0.4,0.76,9.9,-0.04,0.16,-0.01,13.46,-30.44,-43.98,5
16882,0.61,0.55,9.92,-0.02,0.09,0.01,13.75,-30.09,-43.72,5
17023,0.47,0.53,9.72,-0.01,-0.06,-0.05,14.28,-30.47,-44.2,5
17159,0.47,0.48,9.77,-0.01,-0.08,0.05,13.88,-30.44,-43.54,5
17294,0.7,0.49,10.08,-0.1,-0.05,0.02,13.4,-30.17,-43.34,5
17430,0.47,0.34,9.44,-0.04,0.01,0.08,13.65,-29.03,-44.04,5
17566,0.39,0.35,10.15,-0.01,-0.03,0.08,13.46,-29.38,-43.55,5
17702,0.43,0.3,10.09,0.03,-0.07,0.05,13.12,-29.52,-45.29,5
17837,0.42,0.22,9.76,-0.02,-0.01,-0.0,13.84,-28.71,-43.2,5
17973,0.44,0.4,9.86,0.0,-0.06,0.01,13.43,-28.76,-44.65,5
18109,0.46,0.31,10.0,0.01,-0.05,-0.02,14.28,-29.47,-44.56,5
18250,0.48,0.34,9.73,0.04,-0.04,-0.01,13.84,-29.01,-44.26,5
18385,0.45,0.46,9.84,0.02,-0.06,0.0,13.84,-29.68,-44.59,5
18521,0.45,0.37,9.86,0.01,-0.05,-0.0,13.99,-29.45,-45.03,5
18657,0.52,0.51,9.55,0.0,-0.09,0.01,12.99,-28.84,-44.53,5
18792,0.52,0.21,10.05,0.02,-0.03,-0.02,13.55,-28.41,-44.27,5
18928,0.57,0.66,9.92,0.01,-0.05,-0.03,13.53,-29.2,-45.31,5
19064,0.59,0.37,9.72,0.01,-0.03,0.0,13.5,-29.61,-44.8,5
19200,0.49,0.38,9.89,0.03,-0.05,0.01,13.52,-29.2,-44.72,5
19340,0.47,0.34,10.03,0.05,-0.05,-0.03,13.58,-29.86,-43.93,5
19476,0.52,0.59,10.01,0.02,-0.05,-0.03,13.36,-29.82,-44.15,5
19612,0.58,0.59,9.66,0.03,-0.06,-0.0,13.86,-29.58,-43.64,5
19748,0.57,0.47,10.1,0.02,-0.04,-0.01,13.52,-29.86,-44.9,5
19883,0.51,0.49,9.84,0.0,-0.04,0.01,14.09,-29.68,-43.77,5
20019,0.49,0.49,10.05,-0.02,-0.03,0.0,13.87,-29.49,-44.04,5
20155,0.55,0.49,9.98,0.01,-0.04,-0.01,14.06,-29.23,-43.29,5
20291,0.44,0.4,9.94,0.03,-0.02,0.01,13.84,-29.39,-43.86,5
20426,0.44,0.48,9.91,-0.0,-0.06,0.01,13.69,-29.13,-44.4,5
20567,0.44,0.28,9.65,0.02,-0.1,0.0,13.18,-29.23,-43.2,5
20703,0.48,0.74,9.88,0.0,-0.04,0.0,13.93,-28.59,-43.93,5
20838,0.53,0.77,10.07,-0.01,-0.09,0.02,13.43,-29.54,-44.08,5
20974,0.56,0.37,9.87,0.05,-0.03,0.01,13.74,-29.22,-44.72,5
21110,0.49,0.55,10.01,0.0,-0.04,0.02,13.61,-29.06,-44.11,5
21246,0.48,0.58,10.04,-0.03,-0.04,-0.02,13.69,-29.26,-44.55,5
21381,0.5,0.42,9.79,0.01,-0.06,-0.02,13.49,-29.44,-45.16,5
21517,0.55,0.37,9.86,0.07,-0.02,-0.05,13.81,-33.41,-44.53,5
21653,0.5,0.7,10.1,0.02,-0.04,0.0,13.55,-28.97,-43.88,5
21815,0.46,0.54,9.72,0.01,-0.05,0.01,13.5,-29.7,-44.12,5
21955,0.48,0.43,9.84,-0.01,-0.08,0.02,14.06,-29.96,-44.99,5
22094,0.52,0.54,9.82,0.02,-0.04,-0.0,14.1,-29.74,-44.21,5
22234,0.48,0.48,9.88,0.02,-0.05,0.0,14.7,-29.66,-44.17,5
22374,0.46,0.46,9.83,0.02,-0.04,-0.0,14.25,-29.77,-44.39,5
22513,0.46,0.48,9.94,0.02,-0.06,0.0,13.96,-29.41,-43.58,5
22653,0.48,0.56,9.9,0.02,-0.04,-0.01,14.29,-29.3,-44.17,5
22792,0.53,0.52,9.85,0.0,-0.02,-0.01,14.21,-29.83,-43.22,5
22938,0.49,0.5,9.79,0.01,-0.04,0.02,14.51,-29.47,-43.8,5
23078,0.43,0.5,9.91,0.02,-0.05,0.01,13.93,-29.82,-44.52,5
23217,0.45,0.44,9.89,0.02,-0.04,-0.01,14.48,-29.79,-44.2,5
23357,0.44,0.45,9.88,0.01,-0.03,-0.0,14.35,-29.63,-44.45,5
23497,0.46,0.63,9.92,0.0,-0.04,0.01,14.21,-33.54,-44.64,5
23636,0.42,0.44,9.78,0.01,-0.04,-0.0,14.25,-30.01,-44.14,5
23776,0.44,0.57,10.01,0.03,-0.07,-0.01,14.37,-30.55,-44.64,5
23916,0.45,0.49,9.88,0.01,-0.03,-0.0,14.25,-29.93,-43.98,5
24055,0.43,0.43,9.95,0.02,-0.05,0.0,14.48,-30.14,-44.61,5
24200,0.43,0.47,9.85,0.01,-0.04,-0.0,14.13,-30.24,-43.67,5
24339,0.44,0.54,9.98,0.01,-0.04,-0.0,14.06,-30.74,-43.19,5
24479,0.4,0.55,9.94,0.02,-0.05,0.01,14.19,-30.06,-43.39,5
24625,0.42,0.49,9.88,0.01,-0.03,-0.01,14.4,-30.3,-43.0,5
24764,0.41,0.48,9.82,0.01,-0.06,0.0,13.91,-30.47,-43.13,5
24904,0.39,0.54,10.02,0.01,-0.04,0.01,14.38,-29.64,-43.42,5
25043,0.39,0.49,9.88,0.02,-0.05,-0.0,14.25,-30.24,-42.91,5
25183,0.37,0.48,9.96,0.01,-0.04,-0.0,14.22,-30.47,-44.55,5
25323,0.4,0.52,9.92,0.01,-0.03,0.0,14.41,-30.09,-44.61,5
25467,0.35,0.53,9.91,0.01,-0.05,0.01,14.0,-30.66,-44.05,5
25607,0.4,0.53,9.95,0.01,-0.02,-0.01,14.25,-30.78,-43.96,5
25747,0.35,0.49,9.81,0.03,-0.05,0.01,14.7,-30.62,-44.91,5
25886,0.39,0.67,9.96,0.01,-0.06,0.0,14.12,-30.85,-43.8,5
26026,0.42,0.5,9.88,0.0,-0.12,0.02,14.03,-30.77,-48.25,5
26166,0.46,0.55,9.9,0.02,-0.04,0.01,13.9,-31.0,-43.61,5
26305,0.44,0.49,9.96,0.02,-0.04,-0.0,14.51,-30.33,-44.74,5
26445,0.46,0.59,9.74,0.03,-0.06,-0.02,14.29,-29.82,-43.13,5
26584,0.45,0.53,9.87,0.02,-0.07,-0.01,14.79,-30.68,-44.78,5
26730,0.44,0.6,10.06,0.02,-0.07,0.01,14.45,-30.36,-44.77,5
26871,0.4,0.51,9.92,0.02,-0.02,-0.01,14.31,-31.56,-43.98,5
27010,0.45,0.63,9.85,0.01,-0.04,-0.02,14.22,-31.1,-44.87,5
27150,0.45,0.6,9.98,0.03,-0.04,-0.01,14.6,-30.85,-44.15,5
27290,0.45,0.64,9.84,0.03,-0.07,-0.01,14.29,-31.45,-45.5,5
27429,0.48,0.59,10.1,0.01,-0.04,-0.03,14.92,-30.75,-43.85,5
27569,0.48,0.67,9.87,0.02,-0.05,-0.01,14.38,-31.2,-44.75,5
27708,0.5,0.69,9.96,0.01,-0.07,-0.0,14.28,-30.53,-42.6,5
27854,0.47,0.56,9.93,0.02,-0.02,-0.01,14.19,-31.01,-44.36,5
27994,0.41,0.68,10.05,-0.0,-0.02,0.0,14.38,-31.64,-44.75,5
28133,0.44,0.59,9.87,-0.0,-0.04,-0.01,14.19,-31.35,-44.39,5
28273,0.48,0.62,9.84,0.01,-0.05,0.0,14.81,-31.04,-44.29,5
28413,0.4,0.58,10.01,0.0,-0.04,0.01,14.53,-31.0,-44.56,5
28552,0.42,0.51,9.95,0.01,-0.02,-0.01,15.33,-30.81,-43.92,5
28692,0.42,0.61,9.74,-0.0,-0.05,0.0,14.44,-30.93,-44.46,5
28832,0.44,0.57,9.89,0.02,-0.06,0.0,14.78,-30.93,-44.68,5
28971,0.42,0.56,9.95,0.03,-0.07,-0.01,14.0,-31.35,-44.34,5
29116,0.46,0.6,10.19,-0.01,-0.02,-0.01,14.26,-30.66,-43.53,5
29255,0.4,0.34,9.79,-0.01,-0.08,0.03,14.19,-30.66,-44.04,5
29395,0.41,0.5,9.8,0.0,-0.06,-0.02,13.71,-30.14,-43.96,5
29535,0.48,0.56,10.0,0.01,-0.08,0.0,13.56,-30.21,-44.84,5
29674,0.51,0.63,9.83,0.02,-0.03,-0.02,13.75,-30.2,-44.01,5
29814,0.5,0.39,9.89,0.04,-0.06,-0.01,13.81,-30.17,-43.55,5
29954,0.48,0.27,9.95,0.03,-0.06,0.0,13.33,-29.9,-43.19,5
30093,0.52,0.63,9.95,0.0,-0.04,-0.01,13.99,-29.32,-43.47,5
30233,0.49,0.45,9.86,0.0,-0.01,-0.02,12.86,-30.23,-43.74,5
30378,0.42,0.54,9.84,0.01,-0.07,0.01,13.31,-29.7,-43.85,5
30518,0.46,0.32,9.82,0.05,-0.03,-0.03,13.93,-29.39,-43.51,5
30658,0.53,0.69,9.9,0.02,-0.04,0.0,14.45,-28.85,-43.38,5
30797,0.42,0.52,10.05,-0.01,-0.03,-0.0,13.86,-29.06,-44.01,5
30937,0.41,0.47,9.95,-0.03,-0.0,0.01,14.18,-29.89,-44.01,5
31077,0.4,0.5,10.01,0.02,-0.05,-0.02,14.95,-29.74,-44.45,5
31216,0.37,0.44,9.83,0.02,-0.05,-0.0,14.91,-29.76,-44.23,5
31356,0.37,0.51,9.97,0.0,-0.05,0.0,14.48,-29.76,-43.35,5
31501,0.35,0.53,9.99,0.01,-0.05,-0.0,14.66,-29.8,-43.47,5
31641,0.44,0.5,9.83,0.02,-0.04,-0.01,14.03,-30.43,-44.71,5
31781,0.4,0.45,9.92,0.03,-0.05,-0.0,14.24,-29.68,-44.31,5
31920,0.38,0.54,9.96,-0.01,-0.03,-0.01,13.39,-29.7,-43.86,5
32060,0.4,0.54,9.94,0.02,-0.05,-0.01,14.05,-29.47,-43.73,5
32200,0.33,0.46,9.89,0.02,-0.05,0.01,14.44,-29.87,-44.15,5
32339,0.41,0.47,9.81,0.01,-0.04,-0.01,13.99,-29.52,-44.2,5
32479,0.41,0.48,10.11,0.01,-0.04,-0.01,14.15,-30.15,-43.42,5
32619,0.42,0.47,9.87,0.01,-0.04,-0.0,13.81,-30.17,-43.53,5
