Timestamp,qw,qx,qy,qz,yaw,pitch,roll,label
14855,0.767442,0.225012,0.596326,-0.06921,210.142944,71.162247,54.491516,2
14975,0.766,0.226543,0.597379,-0.071079,210.360229,71.332092,54.988468,2
15095,0.76484,0.22851,0.598009,-0.071972,210.742203,71.379654,55.609169,2
15223,0.763686,0.229337,0.598984,-0.073473,210.891525,71.544762,55.94825,2
15343,0.761542,0.230497,0.600982,-0.075749,211.275803,71.853912,56.61039,2
15463,0.760352,0.231325,0.602049,-0.076698,211.586395,71.993736,57.065403,2
15583,0.759523,0.232366,0.602635,-0.077153,211.889954,72.042763,57.492996,2
15703,0.758832,0.23255,0.60344,-0.077112,212.201065,72.116699,57.813461,2
15823,0.757913,0.234027,0.604081,-0.076662,212.799545,72.094368,58.49921,2
15943,0.757019,0.234847,0.60475,-0.077707,212.974197,72.196907,58.827103,2
16070,0.75587,0.235712,0.605735,-0.078592,213.303238,72.31942,59.298923,2
16190,0.755374,0.236672,0.60605,-0.07805,213.712021,72.275894,59.744518,2
16372,0.754421,0.237967,0.606526,-0.079608,213.821136,72.371704,60.090401,2
16492,0.753646,0.238824,0.606985,-0.080876,213.898605,72.465324,60.343296,2
16612,0.753593,0.239427,0.60683,-0.08076,213.986893,72.416443,60.474461,2
16732,0.753611,0.240571,0.606343,-0.080846,214.025146,72.324585,60.619724,2
16852,0.753172,0.241784,0.6062,-0.082377,213.910934,72.360268,60.735401,2
16974,0.752804,0.243191,0.606006,-0.083025,213.993011,72.324043,60.992039,2
17094,0.752732,0.24388,0.60588,-0.082576,214.173065,72.252243,61.195137,2
17214,0.75219,0.245618,0.605936,-0.081943,214.656403,72.140617,61.775799,2
17334,0.751827,0.246631,0.605887,-0.082592,214.710312,72.135483,61.970238,2
17454,0.750994,0.247261,0.606273,-0.085414,214.424423,72.336227,61.968094,2
17574,0.75045,0.24912,0.605935,-0.087168,214.331131,72.341026,62.179783,2
17694,0.750407,0.249453,0.605795,-0.087562,214.270538,72.339447,62.180622,2
17814,0.749819,0.249971,0.606023,-0.089526,214.073929,72.472382,62.188625,2
17934,0.74934,0.252273,0.605506,-0.090563,214.147018,72.39296,62.547062,2
18054,0.748684,0.254375,0.605256,-0.09177,214.244064,72.360039,62.925392,2
18174,0.748326,0.255303,0.605079,-0.093273,214.077255,72.405266,62.962597,2
18294,0.747539,0.256106,0.605336,-0.095684,213.868576,72.560699,63.019894,2
18414,0.747203,0.257022,0.60518,-0.096835,213.77565,72.584869,63.101051,2
18599,0.748217,0.254421,0.605179,-0.095866,213.433548,72.629112,62.454773,2
