Timestamp,qw,qx,qy,qz,heading,pitch,roll
27094,0.680226,-0.049879,-0.715978,0.148900,284.251251,-73.576927,-96.137787
27215,0.676557,-0.081772,-0.714198,0.159676,282.065399,-70.098206,-95.653252
27336,0.673337,-0.051816,-0.725858,0.130593,289.283691,-74.570862,-102.838768
27457,0.677340,-0.078027,-0.713383,0.161858,281.992920,-70.245193,-95.093857
27577,0.674219,-0.089133,-0.715274,0.160806,282.279419,-69.363670,-96.373680
27697,0.676273,-0.047071,-0.722789,0.134191,287.954193,-74.790298,-100.827675
27819,0.677299,-0.080976,-0.715083,0.152828,282.132507,-70.717079,-96.224319
27940,0.672690,-0.110055,-0.728164,0.071732,285.401184,-74.550995,-108.535255
28061,0.677631,-0.180057,-0.711112,0.052020,272.940125,-70.910789,-103.475243
28182,0.664953,0.059407,-0.715033,0.207431,299.633942,-77.309814,-97.746025
28303,0.658779,0.047430,-0.728130,0.183247,306.491272,-77.616997,-107.604385
28424,0.661849,-0.180576,-0.727437,0.013221,281.827118,-73.361923,-115.564835
28547,0.647406,-0.293058,-0.701432,-0.054477,268.309540,-70.077065,-117.206322
28668,0.669717,-0.156087,-0.725113,0.036318,281.152588,-73.720047,-110.968132
28789,0.653945,0.042424,-0.735147,0.173515,310.609802,-77.478149,-112.937256
28909,0.614098,0.195164,-0.695619,0.317648,325.027252,-78.054085,-102.261192
29029,0.581881,0.262215,-0.672131,0.375353,335.528076,-78.250160,-101.627029
29150,0.571856,0.282869,-0.667076,0.384664,341.403198,-78.684708,-104.770164
29271,0.578184,0.279057,-0.667338,0.377468,339.968109,-79.221764,-104.378273
29394,0.586624,0.260561,-0.678259,0.357683,339.382263,-79.161659,-107.284180
29515,0.666807,0.042608,-0.724022,0.171278,302.713684,-78.568474,-105.228119
29636,0.674122,-0.124494,-0.727451,0.029430,285.227051,-76.768951,-112.987663
29757,0.655277,-0.226339,-0.718977,-0.049455,278.455627,-74.719330,-121.151291
29878,0.599553,-0.413566,-0.662498,-0.174892,259.774445,-69.894981,-129.771317
29999,0.533167,-0.541041,-0.591299,-0.270860,246.311050,-67.460335,-137.972397
